time,error,linear_velocity,angular_velocity
36.102508167,0.0,0.0,0.0
36.15242464,0.0,0.0,0.0
36.200579826,0.0,0.0,0.0
36.250672443,0.0,0.0,0.0
36.30059803,0.0,0.0,0.0
36.351085435,0.0,0.0,0.0
36.400600870000005,0.0,0.0,0.0
36.450356458,0.0,0.0,0.0
36.500690323,0.0,0.0,0.0
36.551702411,0.0,0.0,0.0
36.600581080000005,0.0,0.0,0.0
36.651591970000005,0.0,0.0,0.0
36.700687148,0.0,0.0,0.0
36.751966369,0.0,0.0,0.0
36.800596864,0.0,0.0,0.0
36.852404412000006,0.0,0.0,0.0
36.900608242000004,0.0,0.0,0.0
36.952062407,0.0,0.0,0.0
37.000640765,0.0,0.0,0.0
37.0520129,0.0,0.0,0.0
37.100588497000004,0.0,0.0,0.0
37.150490281,0.0,0.0,0.0
